name,parent,concept_name,source,standard_semantic_hierarchy
Carpenters,Carpenters,Detailed Occupation,2018 SOC,Yes
Carpet Installers,"Carpet, Floor, and Tile Installers and Finishers",Detailed Occupation,2018 SOC,Yes
"Floor Layers, Except Carpet, Wood, and Hard Tiles","Carpet, Floor, and Tile Installers and Finishers",Detailed Occupation,2018 SOC,Yes
Floor Sanders and Finishers,"Carpet, Floor, and Tile Installers and Finishers",Detailed Occupation,2018 SOC,Yes
Tile and Stone Setters,"Carpet, Floor, and Tile Installers and Finishers",Detailed Occupation,2018 SOC,Yes
Cement Masons and Concrete Finishers,"Cement Masons, Concrete Finishers, and Terrazzo Workers",Detailed Occupation,2018 SOC,Yes
Terrazzo Workers and Finishers,"Cement Masons, Concrete Finishers, and Terrazzo Workers",Detailed Occupation,2018 SOC,Yes
Construction Laborers,Construction Laborers,Detailed Occupation,2018 SOC,Yes
"Paving, Surfacing, and Tamping Equipment Operators",Construction Equipment Operators,Detailed Occupation,2018 SOC,Yes
Pile Driver Operators,Construction Equipment Operators,Detailed Occupation,2018 SOC,Yes
Operating Engineers and Other Construction Equipment Operators,Construction Equipment Operators,Detailed Occupation,2018 SOC,Yes
Drywall and Ceiling Tile Installers,"Drywall Installers, Ceiling Tile Installers, and Tapers",Detailed Occupation,2018 SOC,Yes
Tapers,"Drywall Installers, Ceiling Tile Installers, and Tapers",Detailed Occupation,2018 SOC,Yes
Electricians,Electricians,Detailed Occupation,2018 SOC,Yes
Glaziers,Glaziers,Detailed Occupation,2018 SOC,Yes
"Insulation Workers, Floor, Ceiling, and Wall",Insulation Workers,Detailed Occupation,2018 SOC,Yes
"Insulation Workers, Mechanical",Insulation Workers,Detailed Occupation,2018 SOC,Yes
"Painters, Construction and Maintenance",Painters and Paperhangers,Detailed Occupation,2018 SOC,Yes
Paperhangers,Painters and Paperhangers,Detailed Occupation,2018 SOC,Yes
Pipelayers,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",Detailed Occupation,2018 SOC,Yes
"Plumbers, Pipefitters, and Steamfitters","Pipelayers, Plumbers, Pipefitters, and Steamfitters",Detailed Occupation,2018 SOC,Yes
Plasterers and Stucco Masons,Plasterers and Stucco Masons,Detailed Occupation,2018 SOC,Yes
Reinforcing Iron and Rebar Workers,Reinforcing Iron and Rebar Workers,Detailed Occupation,2018 SOC,Yes
Roofers,Roofers,Detailed Occupation,2018 SOC,Yes
Sheet Metal Workers,Sheet Metal Workers,Detailed Occupation,2018 SOC,Yes
Structural Iron and Steel Workers,Structural Iron and Steel Workers,Detailed Occupation,2018 SOC,Yes
Solar Photovoltaic Installers,Solar Photovoltaic Installers,Detailed Occupation,2018 SOC,Yes
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Helpers, Construction Trades",Detailed Occupation,2018 SOC,Yes
Helpers--Carpenters,"Helpers, Construction Trades",Detailed Occupation,2018 SOC,Yes
Helpers--Electricians,"Helpers, Construction Trades",Detailed Occupation,2018 SOC,Yes
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Helpers, Construction Trades",Detailed Occupation,2018 SOC,Yes
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Helpers, Construction Trades",Detailed Occupation,2018 SOC,Yes
Helpers--Roofers,"Helpers, Construction Trades",Detailed Occupation,2018 SOC,Yes
"Helpers, Construction Trades, All Other","Helpers, Construction Trades",Detailed Occupation,2018 SOC,Yes
Construction and Building Inspectors,Construction and Building Inspectors,Detailed Occupation,2018 SOC,Yes
Elevator and Escalator Installers and Repairers,Elevator and Escalator Installers and Repairers,Detailed Occupation,2018 SOC,Yes
Fence Erectors,Fence Erectors,Detailed Occupation,2018 SOC,Yes
Hazardous Materials Removal Workers,Hazardous Materials Removal Workers,Detailed Occupation,2018 SOC,Yes
Highway Maintenance Workers,Highway Maintenance Workers,Detailed Occupation,2018 SOC,Yes
Rail-Track Laying and Maintenance Equipment Operators,Rail-Track Laying and Maintenance Equipment Operators,Detailed Occupation,2018 SOC,Yes
Septic Tank Servicers and Sewer Pipe Cleaners,Septic Tank Servicers and Sewer Pipe Cleaners,Detailed Occupation,2018 SOC,Yes
Segmental Pavers,Miscellaneous Construction and Related Workers,Detailed Occupation,2018 SOC,Yes
"Construction and Related Workers, All Other",Miscellaneous Construction and Related Workers,Detailed Occupation,2018 SOC,Yes
"Derrick Operators, Oil and Gas","Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",Detailed Occupation,2018 SOC,Yes
"Rotary Drill Operators, Oil and Gas","Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",Detailed Occupation,2018 SOC,Yes
"Service Unit Operators, Oil and Gas","Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",Detailed Occupation,2018 SOC,Yes
"Excavating and Loading Machine and Dragline Operators, Surface Mining",Surface Mining Machine Operators and Earth Drillers,Detailed Occupation,2018 SOC,Yes
"Earth Drillers, Except Oil and Gas",Surface Mining Machine Operators and Earth Drillers,Detailed Occupation,2018 SOC,Yes
"Explosives Workers, Ordnance Handling Experts, and Blasters","Explosives Workers, Ordnance Handling Experts, and Blasters",Detailed Occupation,2018 SOC,Yes
Continuous Mining Machine Operators,Underground Mining Machine Operators,Detailed Occupation,2018 SOC,Yes
"Roof Bolters, Mining",Underground Mining Machine Operators,Detailed Occupation,2018 SOC,Yes
"Loading and Moving Machine Operators, Underground Mining",Underground Mining Machine Operators,Detailed Occupation,2018 SOC,Yes
"Underground Mining Machine Operators, All Other",Underground Mining Machine Operators,Detailed Occupation,2018 SOC,Yes
"Rock Splitters, Quarry","Rock Splitters, Quarry",Detailed Occupation,2018 SOC,Yes
"Roustabouts, Oil and Gas","Roustabouts, Oil and Gas",Detailed Occupation,2018 SOC,Yes
Helpers--Extraction Workers,Helpers--Extraction Workers,Detailed Occupation,2018 SOC,Yes
"Extraction Workers, All Other",Miscellaneous Extraction Workers,Detailed Occupation,2018 SOC,Yes
"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",Detailed Occupation,2018 SOC,Yes
"Computer, Automated Teller, and Office Machine Repairers","Computer, Automated Teller, and Office Machine Repairers",Detailed Occupation,2018 SOC,Yes
"Radio, Cellular, and Tower Equipment Installers and Repairers",Radio and Telecommunications Equipment Installers and Repairers,Detailed Occupation,2018 SOC,Yes
"Telecommunications Equipment Installers and Repairers, Except Line Installers",Radio and Telecommunications Equipment Installers and Repairers,Detailed Occupation,2018 SOC,Yes
Avionics Technicians,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Detailed Occupation,2018 SOC,Yes
"Electric Motor, Power Tool, and Related Repairers","Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Detailed Occupation,2018 SOC,Yes
"Electrical and Electronics Installers and Repairers, Transportation Equipment","Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Detailed Occupation,2018 SOC,Yes
"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Detailed Occupation,2018 SOC,Yes
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Detailed Occupation,2018 SOC,Yes
"Electronic Equipment Installers and Repairers, Motor Vehicles","Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Detailed Occupation,2018 SOC,Yes
Audiovisual Equipment Installers and Repairers,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Detailed Occupation,2018 SOC,Yes
Security and Fire Alarm Systems Installers,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Detailed Occupation,2018 SOC,Yes
Aircraft Mechanics and Service Technicians,Aircraft Mechanics and Service Technicians,Detailed Occupation,2018 SOC,Yes
Automotive Body and Related Repairers,Automotive Technicians and Repairers,Detailed Occupation,2018 SOC,Yes
Automotive Glass Installers and Repairers,Automotive Technicians and Repairers,Detailed Occupation,2018 SOC,Yes
Automotive Service Technicians and Mechanics,Automotive Technicians and Repairers,Detailed Occupation,2018 SOC,Yes
Bus and Truck Mechanics and Diesel Engine Specialists,Bus and Truck Mechanics and Diesel Engine Specialists,Detailed Occupation,2018 SOC,Yes
Farm Equipment Mechanics and Service Technicians,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,Detailed Occupation,2018 SOC,Yes
"Mobile Heavy Equipment Mechanics, Except Engines",Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,Detailed Occupation,2018 SOC,Yes
Rail Car Repairers,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,Detailed Occupation,2018 SOC,Yes
Motorboat Mechanics and Service Technicians,Small Engine Mechanics,Detailed Occupation,2018 SOC,Yes
Motorcycle Mechanics,Small Engine Mechanics,Detailed Occupation,2018 SOC,Yes
Outdoor Power Equipment and Other Small Engine Mechanics,Small Engine Mechanics,Detailed Occupation,2018 SOC,Yes
Bicycle Repairers,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Detailed Occupation,2018 SOC,Yes
Recreational Vehicle Service Technicians,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Detailed Occupation,2018 SOC,Yes
Tire Repairers and Changers,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Detailed Occupation,2018 SOC,Yes
Mechanical Door Repairers,Control and Valve Installers and Repairers,Detailed Occupation,2018 SOC,Yes
"Control and Valve Installers and Repairers, Except Mechanical Door",Control and Valve Installers and Repairers,Detailed Occupation,2018 SOC,Yes
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Detailed Occupation,2018 SOC,Yes
Home Appliance Repairers,Home Appliance Repairers,Detailed Occupation,2018 SOC,Yes
Industrial Machinery Mechanics,"Industrial Machinery Installation, Repair, and Maintenance Workers",Detailed Occupation,2018 SOC,Yes
"Maintenance Workers, Machinery","Industrial Machinery Installation, Repair, and Maintenance Workers",Detailed Occupation,2018 SOC,Yes
Millwrights,"Industrial Machinery Installation, Repair, and Maintenance Workers",Detailed Occupation,2018 SOC,Yes
"Refractory Materials Repairers, Except Brickmasons","Industrial Machinery Installation, Repair, and Maintenance Workers",Detailed Occupation,2018 SOC,Yes
Electrical Power-Line Installers and Repairers,Line Installers and Repairers,Detailed Occupation,2018 SOC,Yes
Telecommunications Line Installers and Repairers,Line Installers and Repairers,Detailed Occupation,2018 SOC,Yes
Camera and Photographic Equipment Repairers,Precision Instrument and Equipment Repairers,Detailed Occupation,2018 SOC,Yes
Medical Equipment Repairers,Precision Instrument and Equipment Repairers,Detailed Occupation,2018 SOC,Yes
Musical Instrument Repairers and Tuners,Precision Instrument and Equipment Repairers,Detailed Occupation,2018 SOC,Yes
Watch and Clock Repairers,Precision Instrument and Equipment Repairers,Detailed Occupation,2018 SOC,Yes
"Precision Instrument and Equipment Repairers, All Other",Precision Instrument and Equipment Repairers,Detailed Occupation,2018 SOC,Yes
"Maintenance and Repair Workers, General","Maintenance and Repair Workers, General",Detailed Occupation,2018 SOC,Yes
Wind Turbine Service Technicians,Wind Turbine Service Technicians,Detailed Occupation,2018 SOC,Yes
"Coin, Vending, and Amusement Machine Servicers and Repairers","Miscellaneous Installation, Maintenance, and Repair Workers",Detailed Occupation,2018 SOC,Yes
Commercial Divers,"Miscellaneous Installation, Maintenance, and Repair Workers",Detailed Occupation,2018 SOC,Yes
Locksmiths and Safe Repairers,"Miscellaneous Installation, Maintenance, and Repair Workers",Detailed Occupation,2018 SOC,Yes
Manufactured Building and Mobile Home Installers,"Miscellaneous Installation, Maintenance, and Repair Workers",Detailed Occupation,2018 SOC,Yes
Riggers,"Miscellaneous Installation, Maintenance, and Repair Workers",Detailed Occupation,2018 SOC,Yes
Signal and Track Switch Repairers,"Miscellaneous Installation, Maintenance, and Repair Workers",Detailed Occupation,2018 SOC,Yes
"Helpers--Installation, Maintenance, and Repair Workers","Miscellaneous Installation, Maintenance, and Repair Workers",Detailed Occupation,2018 SOC,Yes
"Installation, Maintenance, and Repair Workers, All Other","Miscellaneous Installation, Maintenance, and Repair Workers",Detailed Occupation,2018 SOC,Yes
First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,Detailed Occupation,2018 SOC,Yes
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Detailed Occupation,2018 SOC,Yes
"Coil Winders, Tapers, and Finishers","Electrical, Electronics, and Electromechanical Assemblers",Detailed Occupation,2018 SOC,Yes
Electrical and Electronic Equipment Assemblers,"Electrical, Electronics, and Electromechanical Assemblers",Detailed Occupation,2018 SOC,Yes
Electromechanical Equipment Assemblers,"Electrical, Electronics, and Electromechanical Assemblers",Detailed Occupation,2018 SOC,Yes
Engine and Other Machine Assemblers,Engine and Other Machine Assemblers,Detailed Occupation,2018 SOC,Yes
Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,Detailed Occupation,2018 SOC,Yes
Fiberglass Laminators and Fabricators,Fiberglass Laminators and Fabricators,Detailed Occupation,2018 SOC,Yes
Timing Device Assemblers and Adjusters,Timing Device Assemblers and Adjusters,Detailed Occupation,2018 SOC,Yes
Team Assemblers,Miscellaneous Assemblers and Fabricators,Detailed Occupation,2018 SOC,Yes
"Assemblers and Fabricators, All Other",Miscellaneous Assemblers and Fabricators,Detailed Occupation,2018 SOC,Yes
Bakers,Bakers,Detailed Occupation,2018 SOC,Yes
Butchers and Meat Cutters,"Butchers and Other Meat, Poultry, and Fish Processing Workers",Detailed Occupation,2018 SOC,Yes
"Meat, Poultry, and Fish Cutters and Trimmers","Butchers and Other Meat, Poultry, and Fish Processing Workers",Detailed Occupation,2018 SOC,Yes
Slaughterers and Meat Packers,"Butchers and Other Meat, Poultry, and Fish Processing Workers",Detailed Occupation,2018 SOC,Yes
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Miscellaneous Food Processing Workers,Detailed Occupation,2018 SOC,Yes
Food Batchmakers,Miscellaneous Food Processing Workers,Detailed Occupation,2018 SOC,Yes
Food Cooking Machine Operators and Tenders,Miscellaneous Food Processing Workers,Detailed Occupation,2018 SOC,Yes
"Food Processing Workers, All Other",Miscellaneous Food Processing Workers,Detailed Occupation,2018 SOC,Yes
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Forming Machine Setters, Operators, and Tenders, Metal and Plastic",Detailed Occupation,2018 SOC,Yes
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Forming Machine Setters, Operators, and Tenders, Metal and Plastic",Detailed Occupation,2018 SOC,Yes
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Forming Machine Setters, Operators, and Tenders, Metal and Plastic",Detailed Occupation,2018 SOC,Yes
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",Detailed Occupation,2018 SOC,Yes
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",Detailed Occupation,2018 SOC,Yes
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",Detailed Occupation,2018 SOC,Yes
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",Detailed Occupation,2018 SOC,Yes
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",Detailed Occupation,2018 SOC,Yes
Machinists,Machinists,Detailed Occupation,2018 SOC,Yes
Metal-Refining Furnace Operators and Tenders,"Metal Furnace Operators, Tenders, Pourers, and Casters",Detailed Occupation,2018 SOC,Yes
"Pourers and Casters, Metal","Metal Furnace Operators, Tenders, Pourers, and Casters",Detailed Occupation,2018 SOC,Yes
"Model Makers, Metal and Plastic","Model Makers and Patternmakers, Metal and Plastic",Detailed Occupation,2018 SOC,Yes
"Patternmakers, Metal and Plastic","Model Makers and Patternmakers, Metal and Plastic",Detailed Occupation,2018 SOC,Yes
Foundry Mold and Coremakers,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",Detailed Occupation,2018 SOC,Yes
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",Detailed Occupation,2018 SOC,Yes
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Detailed Occupation,2018 SOC,Yes
Tool and Die Makers,Tool and Die Makers,Detailed Occupation,2018 SOC,Yes
"Welders, Cutters, Solderers, and Brazers","Welding, Soldering, and Brazing Workers",Detailed Occupation,2018 SOC,Yes
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Welding, Soldering, and Brazing Workers",Detailed Occupation,2018 SOC,Yes
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Miscellaneous Metal Workers and Plastic Workers,Detailed Occupation,2018 SOC,Yes
"Layout Workers, Metal and Plastic",Miscellaneous Metal Workers and Plastic Workers,Detailed Occupation,2018 SOC,Yes
"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Miscellaneous Metal Workers and Plastic Workers,Detailed Occupation,2018 SOC,Yes
"Tool Grinders, Filers, and Sharpeners",Miscellaneous Metal Workers and Plastic Workers,Detailed Occupation,2018 SOC,Yes
"Metal Workers and Plastic Workers, All Other",Miscellaneous Metal Workers and Plastic Workers,Detailed Occupation,2018 SOC,Yes
Prepress Technicians and Workers,Printing Workers,Detailed Occupation,2018 SOC,Yes
Printing Press Operators,Printing Workers,Detailed Occupation,2018 SOC,Yes
Print Binding and Finishing Workers,Printing Workers,Detailed Occupation,2018 SOC,Yes
Laundry and Dry-Cleaning Workers,Laundry and Dry-Cleaning Workers,Detailed Occupation,2018 SOC,Yes
"Pressers, Textile, Garment, and Related Materials","Pressers, Textile, Garment, and Related Materials",Detailed Occupation,2018 SOC,Yes
Sewing Machine Operators,Sewing Machine Operators,Detailed Occupation,2018 SOC,Yes
Shoe and Leather Workers and Repairers,Shoe and Leather Workers,Detailed Occupation,2018 SOC,Yes
Shoe Machine Operators and Tenders,Shoe and Leather Workers,Detailed Occupation,2018 SOC,Yes
"Sewers, Hand","Tailors, Dressmakers, and Sewers",Detailed Occupation,2018 SOC,Yes
"Tailors, Dressmakers, and Custom Sewers","Tailors, Dressmakers, and Sewers",Detailed Occupation,2018 SOC,Yes
Textile Bleaching and Dyeing Machine Operators and Tenders,"Textile Machine Setters, Operators, and Tenders",Detailed Occupation,2018 SOC,Yes
"Textile Cutting Machine Setters, Operators, and Tenders","Textile Machine Setters, Operators, and Tenders",Detailed Occupation,2018 SOC,Yes
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders","Textile Machine Setters, Operators, and Tenders",Detailed Occupation,2018 SOC,Yes
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Textile Machine Setters, Operators, and Tenders",Detailed Occupation,2018 SOC,Yes
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Miscellaneous Textile, Apparel, and Furnishings Workers",Detailed Occupation,2018 SOC,Yes
Fabric and Apparel Patternmakers,"Miscellaneous Textile, Apparel, and Furnishings Workers",Detailed Occupation,2018 SOC,Yes
Upholsterers,"Miscellaneous Textile, Apparel, and Furnishings Workers",Detailed Occupation,2018 SOC,Yes
"Textile, Apparel, and Furnishings Workers, All Other","Miscellaneous Textile, Apparel, and Furnishings Workers",Detailed Occupation,2018 SOC,Yes
Cabinetmakers and Bench Carpenters,Cabinetmakers and Bench Carpenters,Detailed Occupation,2018 SOC,Yes
Furniture Finishers,Furniture Finishers,Detailed Occupation,2018 SOC,Yes
"Model Makers, Wood","Model Makers and Patternmakers, Wood",Detailed Occupation,2018 SOC,Yes
"Patternmakers, Wood","Model Makers and Patternmakers, Wood",Detailed Occupation,2018 SOC,Yes
"Sawing Machine Setters, Operators, and Tenders, Wood","Woodworking Machine Setters, Operators, and Tenders",Detailed Occupation,2018 SOC,Yes
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Woodworking Machine Setters, Operators, and Tenders",Detailed Occupation,2018 SOC,Yes
"Woodworkers, All Other",Miscellaneous Woodworkers,Detailed Occupation,2018 SOC,Yes
Nuclear Power Reactor Operators,"Power Plant Operators, Distributors, and Dispatchers",Detailed Occupation,2018 SOC,Yes
Power Distributors and Dispatchers,"Power Plant Operators, Distributors, and Dispatchers",Detailed Occupation,2018 SOC,Yes
Power Plant Operators,"Power Plant Operators, Distributors, and Dispatchers",Detailed Occupation,2018 SOC,Yes
Stationary Engineers and Boiler Operators,Stationary Engineers and Boiler Operators,Detailed Occupation,2018 SOC,Yes
Water and Wastewater Treatment Plant and System Operators,Water and Wastewater Treatment Plant and System Operators,Detailed Occupation,2018 SOC,Yes
Chemical Plant and System Operators,Miscellaneous Plant and System Operators,Detailed Occupation,2018 SOC,Yes
Gas Plant Operators,Miscellaneous Plant and System Operators,Detailed Occupation,2018 SOC,Yes
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Miscellaneous Plant and System Operators,Detailed Occupation,2018 SOC,Yes
"Plant and System Operators, All Other",Miscellaneous Plant and System Operators,Detailed Occupation,2018 SOC,Yes
Chemical Equipment Operators and Tenders,"Chemical Processing Machine Setters, Operators, and Tenders",Detailed Occupation,2018 SOC,Yes
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Chemical Processing Machine Setters, Operators, and Tenders",Detailed Occupation,2018 SOC,Yes
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Crushing, Grinding, Polishing, Mixing, and Blending Workers",Detailed Occupation,2018 SOC,Yes
"Grinding and Polishing Workers, Hand","Crushing, Grinding, Polishing, Mixing, and Blending Workers",Detailed Occupation,2018 SOC,Yes
"Mixing and Blending Machine Setters, Operators, and Tenders","Crushing, Grinding, Polishing, Mixing, and Blending Workers",Detailed Occupation,2018 SOC,Yes
"Cutters and Trimmers, Hand",Cutting Workers,Detailed Occupation,2018 SOC,Yes
"Cutting and Slicing Machine Setters, Operators, and Tenders",Cutting Workers,Detailed Occupation,2018 SOC,Yes
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Detailed Occupation,2018 SOC,Yes
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Detailed Occupation,2018 SOC,Yes
"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",Detailed Occupation,2018 SOC,Yes
Jewelers and Precious Stone and Metal Workers,Jewelers and Precious Stone and Metal Workers,Detailed Occupation,2018 SOC,Yes
Dental Laboratory Technicians,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,Detailed Occupation,2018 SOC,Yes
Medical Appliance Technicians,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,Detailed Occupation,2018 SOC,Yes
Ophthalmic Laboratory Technicians,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,Detailed Occupation,2018 SOC,Yes
Packaging and Filling Machine Operators and Tenders,Packaging and Filling Machine Operators and Tenders,Detailed Occupation,2018 SOC,Yes
"Painting, Coating, and Decorating Workers",Painting Workers,Detailed Occupation,2018 SOC,Yes
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Painting Workers,Detailed Occupation,2018 SOC,Yes
Semiconductor Processing Technicians,Semiconductor Processing Technicians,Detailed Occupation,2018 SOC,Yes
Photographic Process Workers and Processing Machine Operators,Photographic Process Workers and Processing Machine Operators,Detailed Occupation,2018 SOC,Yes
Computer Numerically Controlled Tool Operators,Computer Numerically Controlled Tool Operators and Programmers,Detailed Occupation,2018 SOC,Yes
Computer Numerically Controlled Tool Programmers,Computer Numerically Controlled Tool Operators and Programmers,Detailed Occupation,2018 SOC,Yes
Adhesive Bonding Machine Operators and Tenders,Miscellaneous Production Workers,Detailed Occupation,2018 SOC,Yes
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Miscellaneous Production Workers,Detailed Occupation,2018 SOC,Yes
Cooling and Freezing Equipment Operators and Tenders,Miscellaneous Production Workers,Detailed Occupation,2018 SOC,Yes
Etchers and Engravers,Miscellaneous Production Workers,Detailed Occupation,2018 SOC,Yes
"Molders, Shapers, and Casters, Except Metal and Plastic",Miscellaneous Production Workers,Detailed Occupation,2018 SOC,Yes
"Paper Goods Machine Setters, Operators, and Tenders",Miscellaneous Production Workers,Detailed Occupation,2018 SOC,Yes
Tire Builders,Miscellaneous Production Workers,Detailed Occupation,2018 SOC,Yes
Helpers--Production Workers,Miscellaneous Production Workers,Detailed Occupation,2018 SOC,Yes
"Production Workers, All Other",Miscellaneous Production Workers,Detailed Occupation,2018 SOC,Yes
Aircraft Cargo Handling Supervisors,First-Line Supervisors of Transportation and Material Moving Workers,Detailed Occupation,2018 SOC,Yes
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",First-Line Supervisors of Transportation and Material Moving Workers,Detailed Occupation,2018 SOC,Yes
First-Line Supervisors of Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material Moving Workers,Detailed Occupation,2018 SOC,Yes
First-Line Supervisors of Passenger Attendants,First-Line Supervisors of Transportation and Material Moving Workers,Detailed Occupation,2018 SOC,Yes
"First-Line Supervisors of Transportation Workers, All Other",First-Line Supervisors of Transportation and Material Moving Workers,Detailed Occupation,2018 SOC,Yes
"Airline Pilots, Copilots, and Flight Engineers",Aircraft Pilots and Flight Engineers,Detailed Occupation,2018 SOC,Yes
Commercial Pilots,Aircraft Pilots and Flight Engineers,Detailed Occupation,2018 SOC,Yes
Air Traffic Controllers,Air Traffic Controllers and Airfield Operations Specialists,Detailed Occupation,2018 SOC,Yes
Airfield Operations Specialists,Air Traffic Controllers and Airfield Operations Specialists,Detailed Occupation,2018 SOC,Yes
Flight Attendants,Flight Attendants,Detailed Occupation,2018 SOC,Yes
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Detailed Occupation,2018 SOC,Yes
Driver/Sales Workers,Driver/Sales Workers and Truck Drivers,Detailed Occupation,2018 SOC,Yes
Heavy and Tractor-Trailer Truck Drivers,Driver/Sales Workers and Truck Drivers,Detailed Occupation,2018 SOC,Yes
Light Truck Drivers,Driver/Sales Workers and Truck Drivers,Detailed Occupation,2018 SOC,Yes
"Bus Drivers, School",Passenger Vehicle Drivers,Detailed Occupation,2018 SOC,Yes
"Bus Drivers, Transit and Intercity",Passenger Vehicle Drivers,Detailed Occupation,2018 SOC,Yes
Shuttle Drivers and Chauffeurs,Passenger Vehicle Drivers,Detailed Occupation,2018 SOC,Yes
Taxi Drivers,Passenger Vehicle Drivers,Detailed Occupation,2018 SOC,Yes
"Motor Vehicle Operators, All Other",Miscellaneous Motor Vehicle Operators,Detailed Occupation,2018 SOC,Yes
Locomotive Engineers,Locomotive Engineers and Operators,Detailed Occupation,2018 SOC,Yes
"Rail Yard Engineers, Dinkey Operators, and Hostlers",Locomotive Engineers and Operators,Detailed Occupation,2018 SOC,Yes
